Incident_ID,Weapon_Type,Weapon_Caliber,Weapon_Details
19730423KYJAH,Rifle,.22 caliber,
19730405CALOL,Handgun,Unknown,
19730226VAARR,Handgun,.38 caliber,
19730212ALBOM,Handgun,Unknown,
19730131NCCUB,Handgun,Unknown,
19730118CAJOL,Handgun,Unknown,
19730105NCSOS,Handgun,Unknown,
19721129FLMIM,No Data,,
19721127MIPOP,No Data,,
19721111CAJEL,No Data,,
19720921OHTHA,Handgun,Unknown,
19720919TXCUH,Handgun,.22 caliber,
19720915MISAS,No Data,,
19720914TXFRH,Handgun,.25 caliber,
19720505INDEI,Handgun,.32 caliber,
19720504NVLIR,Handgun,.22 caliber,
19720412LAEAG,No Data,,
19720313TXUNH,Handgun,Unknown,
19720228CAMAL,Handgun,.22 caliber,
19720215ILKEC,Handgun,Service Weapon,
19720214ILCAC,Handgun,Unknown,
19720126MDHAB,Rifle,.22 caliber,
19720126MDGWB,Handgun,Unknown,
19720124OHSTS,Handgun,.22 caliber,
19720105DCPAW,Handgun,.22 caliber,
19711213MDCAB,Handgun,.22 caliber,
19711206CALOL,Handgun,.22 caliber,
19711124MDEDB,Handgun,Unknown,
19711108OKGRT,Handgun,.22 caliber,
19711103NMCAC,Rifle,Automatic,
19711029MDFRB,Handgun,Unknown,
19711029MDFOB,Rifle,.22 caliber,
19711028MDCIB,Handgun,Unknown,
19710929VAPEP,Handgun,Unknown,
19710928MNCEM,No Data,,
19710924NYMCB,Handgun,Unknown,
19710909TXDUL,Handgun,.22 caliber,
19710820PAMOM,Handgun,Unknown,
19710602NYEAE,Handgun,.22 caliber,
19710527MIBES,Handgun,Unknown,
19710405PAWIH,Handgun,Unknown,
19710309AZROT,Handgun,.22 caliber,
19710225OHFRC,Rifle,.22 caliber,
19710210TXOAD,Shotgun,12 gauge,
19710205PAJOW,Handgun,Unknown,
19710202PAMOP,Handgun,.45 caliber,
19701212WIXAA,Handgun,Service Weapon,
19701120ILHAC,Handgun,Unknown,
19701027OHAPM,Handgun,.38 caliber,
19701020TNWAN,Handgun,Unknown,
19701019TNBOM,Handgun,Unknown,
19701005MIPOD,Handgun,Unknown,
19700928IACED,No Data,,
19700924IDMEM,Handgun,.22 caliber,
19700914TNHAN,Rifle,Unknown,
19700831FLALM,Rifle,Unknown,
19700828TXRIE,Handgun,Unknown,
19700515UTBEO,Handgun,9mm,
19700508FLCAD,Handgun,.22 caliber,
19700422DEPIW,Handgun,.38 caliber,
19700415ARPIP,Multiple Handguns,Unknown,
19700323CADAL,Handgun,Unknown,
19700206OHJOC,Handgun,Unknown,
19700105DCUNW,Handgun,Unknown,
19700105DCSOW,Handgun,.22 caliber,
19700105DCHIW,Handgun,Unknown,
19691119WITOT,Shotgun,20 gauge,
19690513NCHAW,Handgun,,
19690425ILTIC,Handgun,,
19690123DCCAW,Handgun,,
19690121KYSHL,Handgun,,
19681010TNRIC,Handgun,,
19680928ILTIC,Handgun,,
19680905ILPAC,Multiple Handguns,.32 caliber,
19680610CASAR,Handgun,.22 caliber,
19680522FLCHM,Handgun,,
19680325NCHIH,Handgun,.38 caliber,
19680212OKHOH,Handgun,,
19680205ILBOC,Shotgun,,Sawed off
19680202TXUNC,Handgun,,
19680130FLMIM,Handgun,.22 caliber,
19671023HIFAH,Handgun,.22 caliber,
19671018PAGEP,Handgun,,
19670921VTTUT,Handgun,,
19670503ILWEN,Handgun,.22 caliber,
19670419TXTRF,Handgun,,
19670324ILWAC,Rifle,,"Automatic carbine, federal charges considered for illegal machine gun"
19670127NCSTS,Handgun,,
19661108TNLAM,Handgun,.22 caliber,
19661005MNGRG,Rifle,.22 caliber,
19660922PAPHP,Handgun,.38 caliber,
19660922PAPHP,Handgun,.32 caliber,
19660828FLSEC,Handgun,,
19660427NYBAB,Shotgun,20 gauge,
19660328CAJOL,Handgun,Service Weapon,
19660324CACAM,Handgun,,
19660314TXCAW,Handgun,Service Weapon,
19660311NCIRC,Handgun,.22 caliber,
20211110NCMOM,Handgun,,
20211116LAABA,Handgun,,
20211117CAORA,Handgun,,
19950327MIPED,Handgun,,
19950327MIDED,Handgun,,
19920609MIDED,Handgun,,
20191022MIPOH,Handgun,,
20211202PAWIP,Handgun,,
19800502MINOD,,,
19980406IDCLK,Handgun,,Unloaded
19980408ADSAT,Handgun,,
19900124MIFID,Handgun,,
19750515MDLAU,Handgun,,
20220920MNMAM,Handgun,,
20220228GAJOJ,Handgun,,
20210304CTACN,Handgun,,
20210301NYWAO,Handgun,.45 caliber,
20200213UTWES,Handgun,,
20190925DCAIW,,,
20190417MIFLF,Handgun,,
20190403CANES,Handgun,,
20190116MNNOM,Handgun,,
20151110FLLEL,Handgun,9mm,
20071015GAGRG,Handgun,,
20070606FLSGT,Handgun,.22 caliber,
20030415CADED,Handgun,,
20010206TXPED,Handgun,,Revolver
20000224OKTET,Handgun,,
20000222MSHOH,Handgun,,
19991103MADOB,Handgun,.32 caliber,
20030922MNJOR,Other,,Replica handgun with real magazine
19860925NYREB,Shotgun,,
